,Wikipedia_Article,path
161,/wiki/Civilization_VI,"['/wiki/Civilization_VI', '/wiki/4X', '/wiki/Video_game_genre', '/wiki/Video_game', '/wiki/Electronic_game', '/wiki/Game', '/wiki/Play_(activity)', '/wiki/Motivation#Intrinsic_and_extrinsic', '/wiki/Mental_state', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
162,/wiki/Assembly_language,"['/wiki/Assembly_language', '/wiki/Computer_programming', '/wiki/Computer_program', '/wiki/Sequence', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
163,/wiki/Compiler,"['/wiki/Compiler', '/wiki/Computing', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
164,/wiki/Interpreter_(computing),"['/wiki/Interpreter_(computing)', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
165,/wiki/Integrated_development_environment,"['/wiki/Integrated_development_environment', '/wiki/Application_software', '/wiki/Software', '/wiki/Computer_program', '/wiki/Sequence', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
166,/wiki/Version_control,"['/wiki/Version_control', '/wiki/Software_engineering', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
167,/wiki/Continuous_deployment,"['/wiki/Continuous_deployment', '/wiki/Software_development_process', '/wiki/Software_engineering', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
168,/wiki/Agile_software_development,"['/wiki/Agile_software_development', '/wiki/Software_development', '/wiki/Designing', '/wiki/Process', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
169,/wiki/Scrum_(software_development),"['/wiki/Scrum_(software_development)', '/wiki/Agile_management', '/wiki/Agile_software_development', '/wiki/Software_development', '/wiki/Designing', '/wiki/Process', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
170,/wiki/Kanban_(development),"['/wiki/Kanban_(development)', '/wiki/Lean_manufacturing', '/wiki/Methods_of_production', '/wiki/Computer_Aided_Design', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
171,/wiki/Extreme_programming,"['/wiki/Extreme_programming', '/wiki/Software_development_methodology', '/wiki/Software_engineering', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
172,/wiki/Software_architecture,"['/wiki/Software_architecture', '/wiki/Software_system', '/wiki/System', '/wiki/Open_system_(systems_theory)', '/wiki/Isolated_system', '/wiki/Outline_of_physical_science', '/wiki/Natural_science', '/wiki/Branches_of_science', '/wiki/Science', '/wiki/Scientific_method', '/wiki/Empirical_evidence', '/wiki/Evidence', '/wiki/Proposition', '/wiki/Philosophy_of_language', '/wiki/Philosophy']"
173,/wiki/Design_pattern_(computer_science),"['/wiki/Design_pattern_(computer_science)', '/wiki/Software_engineering', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
174,/wiki/Model%E2%80%93view%E2%80%93controller,"['/wiki/Model%E2%80%93view%E2%80%93controller', '/wiki/Software_design_pattern', '/wiki/Software_engineering', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
175,/wiki/Service-oriented_architecture,"['/wiki/Service-oriented_architecture', '/wiki/Software_engineering', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
176,/wiki/Representational_state_transfer,"['/wiki/Representational_state_transfer', '/wiki/Software_architectural_style', '/wiki/Software_system', '/wiki/System', '/wiki/Open_system_(systems_theory)', '/wiki/Isolated_system', '/wiki/Outline_of_physical_science', '/wiki/Natural_science', '/wiki/Branches_of_science', '/wiki/Science', '/wiki/Scientific_method', '/wiki/Empirical_evidence', '/wiki/Evidence', '/wiki/Proposition', '/wiki/Philosophy_of_language', '/wiki/Philosophy']"
177,/wiki/Remote_procedure_call,"['/wiki/Remote_procedure_call', '/wiki/Distributed_computing', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
178,/wiki/Aspect-oriented_programming,"['/wiki/Aspect-oriented_programming', '/wiki/Computing', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
179,/wiki/Event-driven_programming,"['/wiki/Event-driven_programming', '/wiki/Computer_programming', '/wiki/Computer_program', '/wiki/Sequence', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
180,/wiki/Functional_programming,"['/wiki/Functional_programming', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
181,/wiki/Logic_programming,"['/wiki/Logic_programming', '/wiki/Programming_paradigm', '/wiki/Computer_program', '/wiki/Sequence', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
182,/wiki/Procedural_programming,"['/wiki/Procedural_programming', '/wiki/Programming_paradigm', '/wiki/Computer_program', '/wiki/Sequence', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
183,/wiki/Object-oriented_programming,"['/wiki/Object-oriented_programming', '/wiki/Programming_paradigm', '/wiki/Computer_program', '/wiki/Sequence', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
184,/wiki/Concurrent_computing,"['/wiki/Concurrent_computing', '/wiki/Computing', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
185,/wiki/Parallel_computing,"['/wiki/Parallel_computing', '/wiki/Computing', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
186,/wiki/Distributed_computing,"['/wiki/Distributed_computing', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
187,/wiki/Grid_computing,"['/wiki/Grid_computing', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
188,/wiki/Cluster_computing,"['/wiki/Cluster_computing', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
189,/wiki/Supercomputer,"['/wiki/Supercomputer', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
190,/wiki/Green_computing,"['/wiki/Green_computing', '/wiki/Environmentally_sustainable', '/wiki/Earth', '/wiki/Planet', '/wiki/Hydrostatic_equilibrium', '/wiki/Fluid_mechanics', '/wiki/Physics', '/wiki/Scientific', '/wiki/Scientific_method', '/wiki/Empirical_evidence', '/wiki/Evidence', '/wiki/Proposition', '/wiki/Philosophy_of_language', '/wiki/Philosophy']"
191,/wiki/High-performance_computing,"['/wiki/High-performance_computing', '/wiki/Supercomputer', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
192,/wiki/Embedded_system,"['/wiki/Embedded_system', '/wiki/Computer_system', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
193,/wiki/Real-time_computing,"['/wiki/Real-time_computing', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
194,/wiki/Ubiquitous_computing,"['/wiki/Ubiquitous_computing', '/wiki/Software_engineering', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
195,/wiki/Pervasive_computing,"['/wiki/Pervasive_computing', '/wiki/Software_engineering', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
196,/wiki/Human%E2%80%93computer_interaction,"['/wiki/Human%E2%80%93computer_interaction', '/wiki/Computing', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
197,/wiki/Usability,"['/wiki/Usability', '/wiki/Software_engineering', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
198,/wiki/User_experience_design,"['/wiki/User_experience_design', '/wiki/User_experience', '/wiki/Product_(business)', '/wiki/Marketing', '/wiki/Customer', '/wiki/Sales', '/wiki/Goods_and_services', '/wiki/Tangible', '/wiki/Perception', '/wiki/Sense', '/wiki/Biological_system', '/wiki/Biological_network_inference', '/wiki/Inference', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
199,/wiki/Information_retrieval,"['/wiki/Information_retrieval', '/wiki/Computing', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
